ypos,time,horizontal_pos,vertical_pos,open
0.013439267873764038,1.4303963279999152,-0.0049228668212890625,-0.005316346883773804,0.037511229515075684
0.023272573947906494,1.5634642159993746,-0.00572948157787323,-0.00010107457637786865,0.046747297048568726
0.028116613626480103,1.6882089370001268,-0.002829432487487793,0.0009597837924957275,0.05431365966796875
0.038276106119155884,1.8108360329997595,-0.0002342015504837036,0.007219359278678894,0.06211349368095398
0.03711986541748047,1.953685253999538,-0.0006579160690307617,0.00622926652431488,0.06178119778633118
0.04076552391052246,2.082334656999592,-0.0015657544136047363,0.008554458618164062,0.0644221305847168
0.040448904037475586,2.230213566999737,-0.001813650131225586,0.008094176650047302,0.06470945477485657
0.04148852825164795,2.40425928500008,-0.0007183700799942017,0.007610201835632324,0.06775665283203125
0.03872755169868469,2.560828113999378,-0.0014748871326446533,0.007200226187705994,0.0630546510219574
0.04257252812385559,2.732641619999413,-0.0013955235481262207,0.009382441639900208,0.06638017296791077
0.04210376739501953,2.9124792419997902,-0.0008697807788848877,0.009283214807510376,0.06564110517501831
0.04116073250770569,3.047480754999924,-0.0020210742950439453,0.008479177951812744,0.06536310911178589
0.04134947061538696,3.216270074000022,-0.0006269514560699463,0.008776143193244934,0.06514665484428406
0.03169053792953491,3.3840128980000372,-0.0012913048267364502,0.004832431674003601,0.05371621251106262
-0.00994408130645752,3.5478144369999427,0.008814632892608643,-0.008164271712303162,-0.003559619188308716
0.022100180387496948,3.7113640589996066,-0.005074977874755859,-0.0017807334661483765,0.04776182770729065
0.02973511815071106,3.884877050999421,-0.0009760111570358276,0.0028818845748901367,0.053706467151641846
0.03483325242996216,4.0474138720001065,0.0020425915718078613,0.0033348500728607178,0.06299680471420288
0.03612011671066284,4.230788140999721,0.001529201865196228,0.004662573337554932,0.06291508674621582
0.03539595007896423,4.4081965989998935,0.0006224364042282104,0.00442466139793396,0.06194257736206055
0.03566959500312805,4.575994914000148,0.0003795325756072998,0.003968656063079834,0.06340187788009644
0.03556513786315918,4.741750645999673,0.0002549886703491211,0.0038920938968658447,0.06334608793258667
0.00479966402053833,4.9162178189999395,0.0025457441806793213,-0.004876255989074707,0.019351840019226074
-0.01643151044845581,5.085011120999297,0.0058754682540893555,-0.018138885498046875,0.003414750099182129
-0.019591689109802246,5.246564483999464,0.00976283848285675,-0.020620286464691162,0.002057194709777832
-0.010745823383331299,5.422789233999538,0.008888691663742065,-0.010078281164169312,-0.0013350844383239746
0.02671891450881958,5.592111279999699,-0.0027845948934555054,0.002008885145187378,0.049420058727264404
0.033812880516052246,5.745130137999695,-0.0010163486003875732,0.005296453833580017,0.05703285336494446
0.036297619342803955,5.920496803999413,4.191696643829346e-05,0.006210207939147949,0.06017482280731201
0.03584834933280945,6.096342131999336,6.435811519622803e-05,0.00541330873966217,0.060870081186294556
0.03839141130447388,6.237927041000148,-0.0009237676858901978,0.005591452121734619,0.06559991836547852
0.03776928782463074,6.372976754999399,-0.000415608286857605,0.006129100918769836,0.0632803738117218
0.0390988290309906,6.498695266000141,-9.647011756896973e-05,0.006168171763420105,0.06586131453514099
-0.005846917629241943,6.6283802119996835,0.010764151811599731,-0.005985677242279053,0.00027751922607421875
-0.004163086414337158,6.778649324000071,0.001778334379196167,-0.005012929439544678,0.001699686050415039
-0.012631446123123169,6.94009421499959,0.012768477201461792,-0.013573110103607178,0.0018833279609680176
-0.01294773817062378,7.112042925999958,0.006911680102348328,-0.018529802560806274,0.01116412878036499
-0.014491468667984009,7.288363033999303,0.007586151361465454,-0.018223866820335388,0.007464796304702759
0.002323329448699951,7.452057785999386,0.004997566342353821,-0.007240414619445801,0.019127488136291504
0.022119790315628052,7.615686453999842,-0.0033067315816879272,8.83936882019043e-05,0.044062793254852295
0.02491474151611328,7.784046273000058,-0.0013139545917510986,0.0014887303113937378,0.04685202240943909
0.02606832981109619,7.945761070999652,-0.002095848321914673,0.0011230707168579102,0.04989051818847656
0.026889264583587646,8.076633787999526,-0.002019256353378296,0.001554638147354126,0.05066925287246704
0.028065472841262817,8.241057557999738,-0.002444654703140259,0.0016452372074127197,0.052840471267700195
0.027235090732574463,8.410568745000091,-0.0030034929513931274,0.0016566067934036255,0.051156967878341675
0.028446316719055176,8.578115259999322,-0.0020928680896759033,0.0029717832803726196,0.05094906687736511
0.025061726570129395,8.743112418999772,-0.0025883466005325317,0.0009632110595703125,0.048197031021118164
-0.0037647485733032227,8.922171036999316,0.0074331313371658325,-0.00510859489440918,0.002687692642211914
-0.006326258182525635,9.072935404999953,0.002916887402534485,-0.006410956382751465,0.00016939640045166016
-0.00602114200592041,9.232725384999867,0.005540952086448669,-0.006234675645828247,0.00042706727981567383
-0.00543522834777832,9.409305301999666,0.0018306374549865723,-0.005847066640853882,0.000823676586151123
-0.003962695598602295,9.570419863000097,0.009128794074058533,-0.005599185824394226,0.0032729804515838623
-0.0015132129192352295,9.7316465039994,0.0067934393882751465,-0.007779285311698914,0.012532144784927368
0.017499268054962158,9.907220491999396,-0.003424033522605896,-0.0020313113927841187,0.039061158895492554
0.023615926504135132,10.064344901999903,-0.0027423202991485596,0.0011362731456756592,0.044959306716918945
0.02260112762451172,10.234116622999863,-0.002370700240135193,0.001775011420249939,0.04165223240852356
0.022642940282821655,10.363885855999797,-0.0017098337411880493,0.00164012610912323,0.04200562834739685
0.013295650482177734,10.520850938999502,-0.0063601285219192505,-0.0010143369436264038,0.028619974851608276
0.006092369556427002,10.68880758999967,-0.005288153886795044,-0.004671499133110046,0.021527737379074097
0.004763960838317871,10.847440497999742,-0.004460036754608154,-0.003695562481880188,0.016919046640396118
